# x1,x2,beamstop
1.176706788024672790e+01,7.685964018204245463e-01,-4.167004566018706058e-02
1.202447152098691419e+01,7.685964018204245463e-01,-4.074394625301125394e-02
1.226202717015195276e+01,7.685964018204245463e-01,-4.367072057599785673e-02
1.253555730404694657e+01,7.685964018204245463e-01,-5.480313363174560415e-02
1.280784693846848654e+01,7.685964018204245463e-01,-7.378011941909790039e-02
1.304168108921318492e+01,7.685964018204245463e-01,-4.739233215029003965e-02
1.329722398074319756e+01,7.685964018204245463e-01,-3.203395366047745441e-02
1.352671638333083592e+01,7.685964018204245463e-01,-3.452962264418601990e-02
1.379962626748910282e+01,7.685964018204245463e-01,-1.859289283553722250e-02
1.406261215585979585e+01,7.685964018204245463e-01,-2.042468016346665749e-03
1.429458555739431347e+01,7.685964018204245463e-01,-9.715952910482883453e-03
1.455198919813450686e+01,7.685964018204245463e-01,-1.089278375729918480e-02
1.478830434782608449e+01,7.685964018204245463e-01,4.266012304773303399e-03
1.506369523093124485e+01,7.685964018204245463e-01,-8.476890313129370469e-03
1.533598486535279903e+01,7.685964018204245463e-01,-1.104001421481370926e-02
1.557105951557093704e+01,7.685964018204245463e-01,-9.063406226536008248e-03
1.582846315631111622e+01,7.685964018204245463e-01,-1.830650726333260536e-02
1.605609480968858804e+01,7.685964018204245463e-01,-6.648801111925894958e-03
1.633148569279374840e+01,7.685964018204245463e-01,-2.727164731671782860e-03
1.659012983300738142e+01,7.685964018204245463e-01,-1.529607689008116722e-02
1.682520448322551943e+01,7.685964018204245463e-01,-1.374024820203545438e-02
1.708136762449225898e+01,7.685964018204245463e-01,-6.440541862199333778e-03
1.731272077629006390e+01,7.685964018204245463e-01,-1.418217240522268163e-02
1.759183315781555734e+01,7.685964018204245463e-01,-1.138732768595218658e-02
1.786102154355349114e+01,7.685964018204245463e-01,-7.866761491944762597e-03
1.809857719271852261e+01,7.685964018204245463e-01,-1.181699723626139509e-02
1.835598083345870180e+01,7.685964018204245463e-01,1.369839689383534065e-03
1.858485298630961324e+01,7.685964018204245463e-01,-1.371644126868520885e-04
1.886272486836166706e+01,7.685964018204245463e-01,-8.433028900375338921e-03
1.911950825936513354e+01,7.685964018204245463e-01,-1.289494490871900823e-02
1.935706390853016501e+01,7.685964018204245463e-01,-1.000511304785733913e-02
1.961322704979690457e+01,7.685964018204245463e-01,-9.713698333750908631e-03
1.984085870317436218e+01,7.685964018204245463e-01,-1.061825314536690712e-02
2.012183183391003638e+01,7.685964018204245463e-01,-6.105382150659588447e-03
2.038171647359710903e+01,7.685964018204245463e-01,-8.811956892410544029e-03
2.062547462012938126e+01,7.685964018204245463e-01,-8.860928937792778015e-03
2.086985301639838042e+01,7.685964018204245463e-01,-1.369828435902831210e-02
2.106275068451932952e+01,7.685964018204245463e-01,-1.015841262415051460e-02
2.130961007973522214e+01,7.685964018204245463e-01,-1.019292200605037557e-02
2.148576100496464392e+01,7.685964018204245463e-01,6.437961322558471977e-04
2.166501317887768607e+01,7.685964018204245463e-01,-2.065699081867933273e-02
2.181759461411162704e+01,7.685964018204245463e-01,-6.830859153220680824e-03
2.194908755829698066e+01,7.685964018204245463e-01,-8.802434119081770092e-04
2.208182100195577391e+01,7.685964018204245463e-01,-1.912967612345273238e-03
2.219656720324958599e+01,7.685964018204245463e-01,-9.435275569558143616e-03
2.227595916955017685e+01,7.685964018204245463e-01,-9.869551286101341248e-03
2.234170564164284656e+01,7.685964018204245463e-01,-2.733583096414804459e-03
2.240559136452534972e+01,7.685964018204245463e-01,-5.376521342744799981e-03
2.248994532871972751e+01,7.685964018204245463e-01,-2.664036583155393600e-03
2.252157806529261563e+01,7.685964018204245463e-01,-1.430600338304999219e-02
2.253708430871070334e+01,7.685964018204245463e-01,-2.186019749691459069e-03
2.254142605686776335e+01,7.685964018204245463e-01,-7.966036597888415116e-03
2.347118041221604301e+01,2.632396890110932475e+00,-2.090669392297739293e-02
2.347118041221604301e+01,2.632396890110932475e+00,-4.808294276396063438e-03
2.346497791484880224e+01,2.632396890110932475e+00,-8.902826812118291855e-03
2.343086417932902066e+01,2.632396890110932475e+00,-9.555870201438665390e-03
2.339116819617872522e+01,2.632396890110932475e+00,-8.908356539905071259e-03
2.333286472092673591e+01,2.632396890110932475e+00,-1.348260557278990746e-02
2.324913100646908504e+01,2.632396890110932475e+00,-1.786231684188122060e-02
2.315857454490748069e+01,2.632396890110932475e+00,-1.064220365757817532e-02
2.307980282834361674e+01,2.632396890110932475e+00,-7.095005518447106141e-03
2.294458838573793003e+01,2.632396890110932475e+00,-1.790174671138400342e-02
2.279076645103054943e+01,2.632396890110932475e+00,-1.144956331700086594e-03
2.264810901158418233e+01,2.632396890110932475e+00,-9.809019199261692634e-03
2.248188208214232020e+01,2.632396890110932475e+00,-2.891399587193754783e-03
2.227409842034001031e+01,2.632396890110932475e+00,-1.170146279036998749e-02
2.208740324958628776e+01,2.632396890110932475e+00,-1.057895909373884891e-02
2.186101209568226977e+01,2.632396890110932475e+00,-1.357166329398751259e-02
2.164888668572288566e+01,2.632396890110932475e+00,-2.952909562736749649e-03
2.139086279524597956e+01,2.632396890110932475e+00,-8.174462709575891495e-03
2.110988966451030535e+01,2.632396890110932475e+00,-2.707168459892272949e-03
2.088411876034301429e+01,2.632396890110932475e+00,-1.323339917386534559e-02
2.062609486986610818e+01,2.632396890110932475e+00,-1.001744919146063673e-02
2.038295697307056287e+01,2.632396890110932475e+00,-5.316730433454486260e-03
2.012121158417330946e+01,2.632396890110932475e+00,-1.356423211594459666e-02
1.983899795396419563e+01,2.632396890110932475e+00,-1.181304299583074702e-02
1.960950555137655726e+01,2.632396890110932475e+00,-7.752426123867062202e-03
1.935210191063637808e+01,2.632396890110932475e+00,-2.380327399199244631e-02
1.911950825936513354e+01,2.632396890110932475e+00,-2.222804275030965115e-02
1.885900336994133397e+01,2.632396890110932475e+00,-1.241272936264636861e-02
1.858609348578306708e+01,2.632396890110932475e+00,-2.494477666914463043e-02
1.835598083345870180e+01,2.632396890110932475e+00,-6.697105709463357925e-03
1.809857719271852261e+01,2.632396890110932475e+00,-5.913964317491027245e-03
1.785854054460659768e+01,2.632396890110932475e+00,-1.549647422507405281e-02
1.731086002707988314e+01,2.632396890110932475e+00,1.014909939840435982e-02
1.708136762449225898e+01,2.632396890110932475e+00,-7.284382202973338494e-03
1.682334373401535288e+01,2.632396890110932475e+00,-1.697158440947532654e-02
1.658888933353392758e+01,2.632396890110932475e+00,1.423267337183231618e-02
1.632652369489996147e+01,2.632396890110932475e+00,-8.673232514411211014e-03
1.606229730705581460e+01,2.632396890110932475e+00,-8.442450780421495438e-03
1.582412140815405621e+01,2.632396890110932475e+00,-5.627171291660015839e-03
1.556857851662404357e+01,2.632396890110932475e+00,-4.800932947546243668e-03
1.533474436587934520e+01,2.632396890110932475e+00,-5.132650646071379441e-03
1.506369523093124485e+01,2.632396890110932475e+00,-6.573818003138276467e-03
1.477403860388145063e+01,2.632396890110932475e+00,-2.879189948240989949e-02
1.455384994734467341e+01,2.632396890110932475e+00,-7.074088789522647858e-02
1.429644630660448001e+01,2.632396890110932475e+00,-1.510760708091152260e-01
1.405889065743944855e+01,2.632396890110932475e+00,-2.270128112286329269e-01
1.379776551827892206e+01,2.632396890110932475e+00,-2.775164786726236343e-01
1.355586812095683058e+01,2.632396890110932475e+00,-2.497718591863906656e-01
1.329288223258613755e+01,2.632396890110932475e+00,-1.966949940348661219e-01
1.303671909131939799e+01,2.632396890110932475e+00,-1.658803201280534267e-01
1.280598618925832000e+01,2.632396890110932475e+00,-1.204134469541406904e-01
1.253369655483676581e+01,2.632396890110932475e+00,-8.138754637911915779e-02
1.228931815856778087e+01,2.632396890110932475e+00,-6.205139216035604477e-02
1.202447152098691419e+01,2.632396890110932475e+00,-2.735731735204693926e-02
1.176768812998345481e+01,2.632396890110932475e+00,-2.327247057110071182e-03
1.153385397923875644e+01,2.632396890110932475e+00,-1.603616789604189741e-02
1.126962759139461667e+01,2.632396890110932475e+00,-1.580077999581153136e-03
1.102773019407251809e+01,2.632396890110932475e+00,6.421701982617378235e-03
1.076350380622837832e+01,2.632396890110932475e+00,-1.345194177702069283e-02
1.050672041522491895e+01,2.632396890110932475e+00,-1.071349640066499020e-02
1.027412676395366731e+01,2.632396890110932475e+00,4.871767790366465789e-03
1.000121687979540042e+01,2.632396890110932475e+00,-1.044432865455746651e-02
9.758078982999855100e+00,2.632396890110932475e+00,-1.709461212158203125e-02
9.494472844892435148e+00,2.632396890110932475e+00,-5.294576597710820565e-03
9.238929953362422509e+00,2.632396890110932475e+00,-4.491935639331368080e-03
9.018741296825638187e+00,2.632396890110932475e+00,-1.927139237523078918e-03
8.740249165036864554e+00,2.632396890110932475e+00,-7.732829544693231583e-03
8.500212516924932515e+00,2.632396890110932475e+00,-1.574876563002702845e-02
8.232264630660452553e+00,2.632396890110932475e+00,-1.350665697827935219e-02
7.977962238603886647e+00,2.632396890110932475e+00,-2.359913196414709091e-03
7.747229336542801548e+00,2.632396890110932475e+00,-1.730031023422839986e-02
7.471838453437641192e+00,2.632396890110932475e+00,-1.604453427717089653e-02
7.226219557695202411e+00,2.632396890110932475e+00,-6.616208702325820923e-03
6.961993169851062646e+00,2.632396890110932475e+00,2.600695006549358368e-03
6.707690777794496739e+00,2.632396890110932475e+00,-1.287530564392680432e-02
6.527818354144727664e+00,2.632396890110932475e+00,-8.662522304803133011e-03
6.242503475251993450e+00,2.632396890110932475e+00,-5.517372240623208413e-03
6.048985557394317425e+00,2.632396890110932475e+00,-1.435460289940237999e-02
5.810809658492559038e+00,2.632396890110932475e+00,-5.567768433442088494e-03
5.658848472995337886e+00,2.632396890110932475e+00,-1.664485704774620878e-02
5.495722792237103249e+00,2.632396890110932475e+00,-1.522414774323466169e-02
5.339419858582822087e+00,2.632396890110932475e+00,-1.056771725416183472e-02
5.268091138859638534e+00,2.632396890110932475e+00,-1.174859547367068657e-03
5.097522461260723503e+00,2.632396890110932475e+00,-1.504763107125994814e-02
4.992700255754478178e+00,2.632396890110932475e+00,-6.211091143389912972e-03
4.908346291560107488e+00,2.632396890110932475e+00,-1.143029658123850822e-02
4.842599819467430677e+00,2.632396890110932475e+00,-8.025637362152338028e-03
4.797941838423355421e+00,2.632396890110932475e+00,-1.209812471643090248e-02
4.761347103956673266e+00,2.632396890110932475e+00,-6.776865726958458680e-03
4.734056115540845155e+00,2.632396890110932475e+00,-1.131105236709117889e-02
4.726613118700171867e+00,2.632396890110932475e+00,-8.093057355532673469e-03
4.725992868963444948e+00,2.632396890110932475e+00,-6.609270349144935608e-03
5.652025725891384411e+00,4.495586896747887806e+00,2.784033616384240517e-03
5.652025725891384411e+00,4.495586896747887806e+00,-9.126732281098393074e-03
5.665050970362571547e+00,4.494976415094342315e+00,1.212869149943562874e-03
5.693582458251846390e+00,4.495586896747887806e+00,-1.810914060721424690e-03
5.727696193771627975e+00,4.495586896747887806e+00,-4.538447440912696251e-03
5.777316172709497266e+00,4.495586896747887806e+00,-1.134702858204605924e-02
